Engg Per,Uni_Grade,Experinece,Interview_Score,No_Patents,Test_Marks,Qualification,Salary
58,2,7,6,1,30,Ph.D,1627000
79,1,20,8,0,40,Bachelor,2232000
71,4,18,7,2,35,Ph.D,3173000
54,1,19,5,1,25,Master,2626000
70,1,19,7,1,35,Bachelor,2188000
58,4,10,6,2,30,Bachelor,2153000
56,2,18,6,2,30,Master,2765000
58,3,19,6,0,30,Master,2625000
52,1,9,5,0,25,Master,1528000
55,4,0,6,0,30,Master,655000
65,4,20,7,2,35,Bachelor,2778000
670,3,5,7,0,35,Master,1045000
84,4,1,8,2,40,Ph.D,1441000
75,2,20,8,0,40,Ph.D,2564000
54,3,4,5,0,25,Bachelor,570000
52,2,9,5,0,25,Master,1222000
53,3,17,5,0,25,Bachelor,1717000
63,2,2,6,0,30,Ph.D,1008000
51,4,4,5,2,25,Bachelor,1557000
53,4,19,5,0,25,Master,2566000
72,1,20,7,2,35,Ph.D,3243000
77,2,12,8,2,40,Ph.D,2415000
79,1,7,8,1,40,Ph.D,1760000
63,3,2,6,2,30,Master,857000
78,2,8,8,0,40,Master,925000
65,3,15,7,2,35,Bachelor,2211000
76,3,3,8,1,40,Ph.D,1081000
64,2,8,6,2,30,Bachelor,1180000
81,4,1,8,0,40,Ph.D,953000
68,3,12,7,1,35,Bachelor,1748000
81,2,0,8,0,40,Bachelor,58000
51,3,2,5,0,25,Master,402000
54,3,16,5,1,25,Ph.D,2429000
62,4,0,6,1,30,Bachelor,826000
69,2,11,7,1,35,Ph.D,2198000
57,3,9,6,1,30,Ph.D,1413000
52,4,15,5,1,25,Master,1905000
79,4,7,8,1,40,Bachelor,1638000
690,3,3,7,1,35,Bachelor,926000
55,4,18,6,0,30,Ph.D,3013000
69,1,8,7,0,35,Master,1482000
83,3,18,8,1,40,Ph.D,2635000
81,3,16,8,1,40,Ph.D,2573000
63,1,10,6,1,30,Master,1803000
77,1,7,8,1,40,Ph.D,1440000
62,2,6,6,1,30,Bachelor,1356000
57,3,20,6,1,30,Master,2107000
52,1,11,5,0,25,Ph.D,1670000
52,1,5,5,1,25,Ph.D,1140000
73,1,19,7,2,35,Ph.D,3230000
50,2,19,5,2,25,Master,2372000
51,1,16,5,1,25,Ph.D,2594000
65,3,10,7,2,35,Bachelor,2084000
85,4,3,9,1,45,Master,1487000
70,3,10,7,2,35,Ph.D,2135000
71,2,11,7,1,35,Ph.D,1651000
73,3,5,7,1,35,Bachelor,983000
53,1,4,5,1,25,Bachelor,738000
69,3,11,7,2,35,Ph.D,2490000
57,2,9,6,0,30,Ph.D,1309000
55,4,5,6,1,30,Ph.D,1743000
84,2,15,8,2,40,Bachelor,2612000
68,3,13,7,2,35,Master,2347000
67,1,19,7,0,35,Master,2110000
72,2,10,7,2,35,Bachelor,1429000
79,4,9,8,2,40,Bachelor,2325000
78,4,0,8,1,40,Bachelor,1047000
77,4,10,8,2,40,Master,2476000
61,2,5,6,2,30,Master,941000
66,2,5,7,1,35,Ph.D,1488000
84,4,20,8,2,40,Ph.D,3841000
76,3,2,8,1,40,Ph.D,915000
54,1,16,5,2,25,Ph.D,2504000
74,4,7,7,2,35,Ph.D,2383000
74,1,9,7,1,35,Bachelor,1193000
71,2,1,7,0,35,Bachelor,280000
66,4,9,7,1,35,Bachelor,1363000
62,2,20,6,1,30,Ph.D,2579000
73,2,15,7,0,35,Ph.D,2016000
55,2,13,6,1,30,Ph.D,2334000
53,1,2,5,0,25,Ph.D,1171000
80,3,6,8,1,40,Bachelor,802000
79,2,19,8,0,40,Bachelor,2289000
80,1,2,8,2,40,Ph.D,1586000
62,4,20,6,0,30,Ph.D,2681000
74,1,20,7,2,35,Bachelor,2894000
80,2,13,8,1,40,Bachelor,1491000
72,4,13,7,2,35,Ph.D,2579000
76,1,14,8,0,40,Bachelor,1472000
56,2,19,6,1,30,Master,2585000
69,3,13,7,2,35,Bachelor,2375000
65,1,8,7,1,35,Bachelor,991000
84,1,15,8,0,40,Ph.D,2323000
75,3,11,8,2,40,Bachelor,2204000
58,2,6,6,2,30,Master,1031000
74,3,19,7,2,35,Master,2519000
74,1,19,7,1,35,Bachelor,2485000
82,3,0,8,0,40,Bachelor,326000
79,1,13,8,2,40,Master,2069000
50,2,12,5,2,25,Master,2100000
80,3,1,8,2,40,Master,912000
51,1,2,5,2,25,Ph.D,1399000
66,4,20,7,2,35,Master,2848000
57,1,19,6,1,30,Bachelor,2091000
61,3,17,6,0,30,Bachelor,1913000
57,1,9,6,1,30,Ph.D,1940000
60,4,0,6,1,30,Ph.D,1290000
80,2,10,8,2,40,Bachelor,1750000
76,4,18,8,2,40,Master,3061000
77,4,9,8,0,40,Bachelor,1231000
56,3,9,6,0,30,Bachelor,1359000
62,4,19,6,2,30,Ph.D,3509000
74,2,4,7,1,35,Master,497000
79,2,0,8,1,40,Bachelor,689000
64,4,12,6,1,30,Ph.D,2253000
65,2,13,7,1,35,Ph.D,2514000
75,1,16,8,0,40,Master,1880000
61,3,19,6,1,30,Bachelor,2181000
71,1,5,7,2,35,Ph.D,1448000
59,1,5,6,2,30,Ph.D,1551000
59,2,16,6,2,30,Bachelor,2336000
82,4,6,8,0,40,Master,1663000
54,,0,5,1,25,Bachelor,579000
70,2,19,7,2,35,Ph.D,3201000
72,3,3,7,1,35,Master,590000
62,1,8,6,2,30,Master,1514000
60,,5,6,1,30,Ph.D,1819000
80,1,2,8,0,40,Master,783000
73,,5,7,0,35,Ph.D,1438000
68,1,18,7,1,35,Bachelor,2307000
55,,3,6,1,30,Ph.D,1259000
67,3,5,7,2,35,Master,1384000
83,2,17,8,1,40,Ph.D,2421000
56,2,8,6,0,30,Master,909000
69,,9,7,1,35,Master,1274000
60,3,11,6,1,30,Ph.D,2317000
56,2,9,6,0,30,Master,1447000
76,1,18,8,1,40,Bachelor,1849000
81,1,17,8,1,40,Bachelor,1875000
77,2,2,8,2,40,Ph.D,1342000
54,3,2,5,2,25,Bachelor,1205000
73,1,16,7,0,35,Bachelor,1604000
56,2,8,6,0,30,Bachelor,724000
62,2,2,6,0,30,Ph.D,1161000
69,,2,7,0,35,Ph.D,1366000
70,4,12,7,0,35,Master,1745000
50,2,14,5,1,25,Bachelor,1563000
50,1,6,5,1,25,Bachelor,804000
66,3,7,7,1,35,Bachelor,1171000
66,1,19,7,2,35,Bachelor,2319000
62,4,7,6,2,30,Ph.D,2461000
74,3,16,7,2,35,Bachelor,2588000
51,2,1,5,0,25,Ph.D,668000
70,3,19,7,2,35,Master,3163000
66,4,13,7,2,35,Master,2437000
57,4,14,6,1,30,Master,2337000
80,2,16,8,2,40,Bachelor,2625000
62,2,10,6,0,30,Bachelor,1488000
82,3,20,8,0,40,Bachelor,2382000
54,4,18,5,0,25,Master,2211000
68,2,7,7,2,35,Ph.D,2190000
50,4,15,5,2,25,Bachelor,2211000
67,4,15,7,0,35,Bachelor,2502000
58,4,7,6,1,30,Bachelor,1643000
71,1,4,7,2,35,Ph.D,1358000
85,3,12,9,0,45,Master,1365000
67,1,1,7,0,35,Bachelor,768000
72,3,14,7,2,35,Master,1885000
78,1,19,8,0,40,Master,2417000
64,3,1,6,0,30,Master,779000
83,4,14,8,0,40,Ph.D,2614000
75,4,4,8,2,40,Ph.D,1740000
85,4,6,9,2,45,Bachelor,1505000
53,3,12,5,2,25,Ph.D,2635000
65,2,5,7,1,35,Ph.D,1678000
83,4,13,8,0,40,Ph.D,2499000
60,4,20,6,2,30,Bachelor,2938000
51,1,3,5,0,25,Bachelor,609000
57,4,16,6,0,30,Bachelor,2469000
62,4,19,6,1,30,Bachelor,2634000
58,4,18,6,0,30,Master,2358000
83,3,10,8,1,40,Master,1838000
62,1,0,6,2,30,Bachelor,387000
82,4,20,8,2,40,Bachelor,2833000
554,4,5,6,1,30,Ph.D,1839000
53,4,9,5,1,25,Ph.D,2274000
82,3,18,8,1,40,Ph.D,2488000
66,1,17,7,0,35,Ph.D,2160000
66,1,5,7,2,35,Bachelor,1198000
63,3,15,6,2,30,Bachelor,2260000
70,2,17,7,2,35,Ph.D,2789000
59,3,8,6,0,30,Master,1589000
79,4,15,8,2,40,Master,2428000
82,1,4,8,1,40,Bachelor,1190000
71,2,0,7,1,35,Ph.D,811000
50,3,6,5,1,25,Master,856000
53,1,17,5,2,25,Master,2492000
55,4,17,6,1,30,Bachelor,2635000
50,3,5,5,2,25,Ph.D,1699000
75,4,9,8,2,40,Ph.D,2753000
71,2,2,7,1,35,Master,812000
51,2,3,5,2,25,Ph.D,1513000
84,2,7,8,0,40,Bachelor,844000
80,2,1,8,1,40,Bachelor,277000
63,3,15,6,0,30,Bachelor,1580000
58,1,2,6,1,30,Ph.D,1174000
82,3,12,8,2,40,Bachelor,2416000
68,4,7,7,1,35,Ph.D,1663000
65,4,16,7,0,35,Bachelor,2552000
77,1,4,8,2,40,Master,1338000
54,4,20,5,0,25,Bachelor,2379000
63,3,14,6,0,30,Master,1987000
77,4,10,8,0,40,Ph.D,2106000
64,3,13,6,0,30,Master,1496000
64,1,3,6,2,30,Master,784000
55,1,11,6,0,30,Bachelor,1088000
51,3,3,5,0,25,Master,995000
77,3,12,8,2,40,Master,2311000
66,3,10,7,0,35,Ph.D,2223000
55,1,9,6,0,30,Bachelor,1386000
73,3,2,7,0,35,Ph.D,861000
68,2,9,7,0,35,Ph.D,1835000
70,4,6,7,1,35,Master,1351000
56,4,14,6,0,30,Ph.D,2442000
67,3,11,7,0,35,Master,1204000
61,4,15,6,1,30,Master,2148000
74,4,1,7,1,35,Bachelor,587000
78,2,10,8,0,40,Ph.D,1574000
53,1,20,5,2,25,Bachelor,2325000
62,4,20,6,2,30,Bachelor,3091000
64,3,8,6,0,30,Ph.D,1718000
68,3,3,7,1,35,Ph.D,1280000
72,3,8,7,1,35,Master,1292000
75,2,18,8,1,40,Bachelor,2275000
52,4,19,5,1,25,Ph.D,3358000
51,4,19,5,0,25,Bachelor,2248000
51,3,3,5,2,25,Ph.D,1395000
60,4,10,6,2,30,Master,1710000
58,1,3,6,1,30,Bachelor,443000
76,4,16,8,1,40,Master,2719000
55,4,8,6,1,30,Master,1123000
83,3,15,8,2,40,Bachelor,2088000
78,3,10,8,1,40,Master,1418000
81,3,8,8,2,40,Bachelor,1315000
81,3,7,8,2,40,Ph.D,2263000
79,4,10,8,1,40,Master,1689000
58,2,14,6,0,30,Ph.D,2502000
77,3,10,8,2,40,Bachelor,1952000
72,3,8,7,2,35,Ph.D,2334000
66,1,9,7,0,35,Master,995000
63,2,18,6,0,30,Master,2039000
74,3,12,7,1,35,Master,1628000
79,1,14,8,1,40,Ph.D,2295000
54,4,14,5,2,25,Ph.D,2938000
51,3,16,5,2,25,Bachelor,2400000
58,1,10,6,2,30,Master,1684000
84,4,7,8,0,40,Ph.D,2004000
55,1,18,6,2,30,Bachelor,2348000
79,1,14,8,0,40,Bachelor,1969000
65,3,0,7,1,35,Master,275000
81,1,2,8,0,40,Bachelor,717000
73,2,13,7,0,35,Ph.D,2217000
82,2,15,8,1,40,Ph.D,2272000
78,2,18,8,1,40,Bachelor,2556000
64,2,17,6,2,30,Master,2607000
67,1,13,7,1,35,Master,1454000
79,1,7,8,0,40,Bachelor,763000
77,1,17,8,2,40,Bachelor,2794000
52,1,12,5,2,25,Bachelor,1995000
68,2,18,7,2,35,Bachelor,2389000
80,3,16,8,0,40,Ph.D,2254000
69,4,12,7,0,35,Master,1732000
60,1,19,6,1,30,Master,2299000
55,2,8,6,0,30,Ph.D,1570000
77,1,19,8,2,40,Bachelor,2873000
69,4,14,7,2,35,Bachelor,2417000
79,1,13,8,1,40,Ph.D,2055000
60,1,2,6,2,30,Master,1327000
74,4,5,7,2,35,Master,1905000
64,4,15,6,2,30,Ph.D,2827000
69,3,18,7,2,35,Bachelor,2395000
52,4,5,5,0,25,Master,1135000
85,4,16,9,2,45,Ph.D,3063000
73,2,1,7,2,35,Bachelor,807000
84,1,11,8,0,40,Master,1809000
84,1,2,8,1,40,Ph.D,1020000
50,4,13,5,0,25,Ph.D,2171000
54,1,16,5,1,25,Bachelor,1605000
55,1,10,6,0,30,Bachelor,1233000
83,4,0,8,2,40,Ph.D,1585000
70,3,14,7,1,35,Bachelor,1981000
80,3,20,8,1,40,Master,2639000
78,2,8,8,0,40,Master,914000
75,1,17,8,1,40,Ph.D,2393000
81,2,12,8,2,40,Master,1900000
77,2,3,8,1,40,Master,1050000
66,4,2,7,2,35,Master,1264000
77,3,13,8,0,40,Bachelor,1961000
81,4,14,8,0,40,Ph.D,2458000
82,2,20,8,1,40,Master,2549000
59,2,6,6,1,30,Master,1296000
81,2,7,8,1,40,Master,1033000
77,3,12,8,2,40,Master,1983000
81,1,8,8,1,40,Bachelor,856000
50,4,1,5,1,25,Master,995000
75,1,10,8,2,40,Ph.D,2612000
59,4,1,6,2,30,Ph.D,1788000
78,3,9,8,0,40,Master,1795000
52,4,14,5,0,25,Bachelor,1581000
78,4,14,8,0,40,Ph.D,2735000
77,1,12,8,0,40,Ph.D,2061000
56,1,9,6,2,30,Bachelor,1336000
73,2,19,7,1,35,Master,2739000
76,4,14,8,2,40,Bachelor,2439000
63,3,10,6,2,30,Bachelor,2081000
64,1,5,6,1,30,Master,957000
73,4,8,7,0,35,Bachelor,1546000
54,3,14,5,1,25,Bachelor,1430000
85,1,6,9,2,45,Master,1874000
55,3,19,6,1,30,Master,2136000
81,3,18,8,1,40,Ph.D,2925000
53,2,8,5,0,25,Master,1390000
84,1,15,8,0,40,Bachelor,1769000
83,4,5,8,0,40,Bachelor,1328000
80,2,12,8,0,40,Master,2044000
53,3,15,5,2,25,Ph.D,2687000
80,4,0,8,2,40,Bachelor,841000
79,2,5,8,0,40,Ph.D,1273000
63,1,18,6,0,30,Ph.D,2768000
70,1,11,7,1,35,Master,1512000
84,4,12,8,0,40,Ph.D,2767000
63,3,7,6,2,30,Master,1685000
65,3,4,7,1,35,Ph.D,1593000
51,1,17,5,2,25,Master,2590000
52,4,18,5,0,25,Master,2582000
57,4,14,6,2,30,Master,2492000
84,4,15,8,2,40,Ph.D,2838000
78,3,11,8,1,40,Ph.D,2343000
71,2,20,7,2,35,Master,2579000
52,4,17,5,2,25,Ph.D,3299000
56,2,18,6,2,30,Ph.D,2748000
51,2,9,5,1,25,Master,1183000
51,2,13,5,0,25,Ph.D,1912000
72,4,0,7,0,35,Master,519000
66,4,1,7,2,35,Bachelor,1274000
82,3,0,8,0,40,Bachelor,472000
53,1,13,5,0,25,Bachelor,1409000
85,1,20,9,2,45,Ph.D,2979000
83,1,12,8,0,40,Bachelor,1644000
78,1,0,8,0,40,Ph.D,452000
58,2,20,6,1,30,Ph.D,2541000
56,1,18,6,0,30,Bachelor,1875000
59,4,16,6,1,30,Bachelor,2261000
85,2,19,9,1,45,Master,2061000
73,1,5,7,0,35,Ph.D,1366000
55,2,7,6,0,30,Ph.D,1544000
61,2,1,6,2,30,Master,1269000
59,2,8,6,2,30,Ph.D,2312000
61,1,7,6,2,30,Master,1076000
72,3,4,7,0,35,Ph.D,1665000
75,4,4,8,0,40,Master,863000
55,2,7,6,1,30,Ph.D,1161000
74,2,20,7,0,35,Master,2237000
51,1,13,5,0,25,Ph.D,1938000
84,2,7,8,0,40,Ph.D,1768000
60,4,8,6,1,30,Master,1715000
50,2,17,5,1,25,Bachelor,1643000
60,4,19,6,0,30,Ph.D,2678000
54,2,7,5,2,25,Ph.D,1807000
76,1,18,8,1,40,Master,2115000
50,3,15,5,0,25,Bachelor,2057000
81,4,12,8,0,40,Bachelor,2296000
61,4,0,6,2,30,Ph.D,1317000
55,2,14,6,0,30,Master,1758000
80,3,7,8,2,40,Bachelor,1946000
65,2,17,7,2,35,Master,2461000
53,4,4,5,0,25,Master,876000
82,4,19,8,0,40,Bachelor,2652000
54,2,20,5,1,25,Bachelor,2260000
62,2,11,6,1,30,Bachelor,1484000
68,4,5,7,1,35,Master,1004000
65,2,2,7,1,35,Bachelor,926000
51,3,13,5,0,25,Bachelor,1874000
58,3,0,6,0,30,Ph.D,1083000
67,2,9,7,1,35,Ph.D,1787000
61,2,20,6,2,30,Master,2588000
77,1,17,8,1,40,Bachelor,2311000
75,2,12,8,1,40,Master,1892000
65,3,10,7,2,35,Master,1705000
70,3,13,7,2,35,Bachelor,1794000
55,1,14,6,1,30,Bachelor,1643000
70,3,4,7,0,35,Master,754000
80,2,15,8,2,40,Ph.D,3040000
55,4,19,6,1,30,Ph.D,2870000
83,3,6,8,2,40,Bachelor,1332000
50,1,18,5,0,25,Ph.D,2298000
73,4,7,7,0,35,Master,1155000
56,4,18,6,1,30,Ph.D,3252000
76,2,9,8,1,40,Ph.D,1943000
81,1,9,8,0,40,Master,1066000
82,1,14,8,1,40,Master,2304000
73,4,15,7,0,35,Master,1828000
80,3,3,8,1,40,Ph.D,1631000
85,1,7,9,0,45,Master,1548000
78,1,12,8,2,40,Ph.D,2551000
53,2,18,5,2,25,Bachelor,2500000
68,3,10,7,0,35,Master,1673000
71,4,9,7,1,35,Master,1408000
65,3,8,7,2,35,Ph.D,2290000
66,2,7,7,2,35,Bachelor,1379000
51,2,17,5,1,25,Master,1789000
76,3,7,8,2,40,Ph.D,2294000
73,3,6,7,2,35,Bachelor,1300000
69,1,7,7,1,35,Bachelor,1265000
75,4,12,8,0,40,Ph.D,2461000
76,1,9,8,2,40,Master,1785000
69,1,14,7,0,35,Bachelor,1668000
62,4,0,6,2,30,Master,1378000
56,2,12,6,1,30,Bachelor,1418000
57,2,1,6,2,30,Bachelor,753000
73,1,8,7,2,35,Master,1280000
72,1,14,7,2,35,Ph.D,2246000
55,3,8,6,0,30,Master,871000
56,3,2,6,2,30,Bachelor,1226000
65,1,0,7,2,35,Ph.D,1140000
67,1,16,7,0,35,Ph.D,2610000
57,3,6,6,2,30,Bachelor,1282000
69,2,14,7,0,35,Ph.D,1998000
70,3,1,7,2,35,Ph.D,1491000
62,3,17,6,1,30,Ph.D,2561000
76,1,1,8,1,40,Bachelor,816000
71,2,9,7,1,35,Master,1732000
55,1,7,6,2,30,Bachelor,1201000
61,1,7,6,0,30,Bachelor,1017000
63,1,11,6,0,30,Bachelor,1692000
53,3,13,5,2,25,Bachelor,1770000
54,4,2,5,1,25,Master,686000
82,3,10,8,2,40,Bachelor,1759000
55,2,5,6,2,30,Ph.D,1999000
78,1,13,8,1,40,Master,1700000
82,1,11,8,2,40,Master,2142000
80,2,12,8,2,40,Ph.D,2828000
55,1,8,6,0,30,Master,777000
53,1,0,5,0,25,Bachelor,646000
77,3,1,8,2,40,Master,1302000
56,4,14,6,1,30,Ph.D,2709000
68,3,11,7,1,35,Master,1225000
58,4,19,6,1,30,Master,2478000
59,2,9,6,0,30,Ph.D,1658000
80,3,15,8,1,40,Bachelor,2090000
55,1,0,6,1,30,Ph.D,556000
83,4,2,8,2,40,Master,1745000
84,1,1,8,0,40,Ph.D,1016000
77,2,18,8,0,40,Ph.D,2906000
61,1,11,6,0,30,Master,1239000
71,3,1,7,1,35,Ph.D,837000
67,4,18,7,1,35,Ph.D,2555000
64,3,16,6,0,30,Master,1729000
51,2,4,5,2,25,Master,1434000
79,1,2,8,2,40,Master,1270000
81,2,20,8,0,40,Ph.D,2637000
72,4,2,7,2,35,Master,1488000
81,2,7,8,1,40,Master,1319000
80,4,8,8,2,40,Bachelor,1681000
53,3,16,5,2,25,Bachelor,2407000
69,2,5,7,2,35,Bachelor,1307000
74,2,16,7,0,35,Bachelor,1980000
57,1,20,6,2,30,Ph.D,3011000
62,4,20,6,2,30,Ph.D,3757000
77,4,12,8,2,40,Bachelor,2040000
57,2,19,6,0,30,Ph.D,2976000
82,3,10,8,1,40,Bachelor,1755000
67,4,19,7,0,35,Bachelor,2457000
52,2,0,5,0,25,Bachelor,676000
67,4,8,7,2,35,Ph.D,1992000
76,1,4,8,2,40,Ph.D,1255000
50,1,14,5,2,25,Bachelor,1917000
84,1,3,8,2,40,Bachelor,918000
63,4,16,6,2,30,Bachelor,2415000
52,3,7,5,2,25,Ph.D,1770000
76,2,20,8,2,40,Bachelor,2518000
80,4,19,8,0,40,Master,2919000
61,3,7,6,2,30,Master,1324000
61,1,11,6,2,30,Ph.D,2011000
62,2,19,6,1,30,Master,2233000
77,3,2,8,1,40,Master,833000
77,3,13,8,0,40,Bachelor,1539000
85,2,15,9,0,45,Master,2076000
60,1,14,6,0,30,Master,1362000
79,3,1,8,1,40,Ph.D,959000
85,1,17,9,2,45,Bachelor,2590000
73,2,13,7,1,35,Bachelor,1422000
83,1,16,8,2,40,Ph.D,2663000
82,4,8,8,2,40,Bachelor,1512000
63,3,5,6,2,30,Ph.D,1984000
52,3,1,5,1,25,Bachelor,386000
70,4,5,7,0,35,Ph.D,1497000
68,2,5,7,1,35,Ph.D,1613000
59,4,20,6,1,30,Ph.D,3133000
77,3,19,8,2,40,Master,2560000
55,1,4,6,2,30,Ph.D,1461000
61,2,20,6,1,30,Bachelor,2594000
62,1,16,6,1,30,Bachelor,2305000
58,4,13,6,0,30,Master,2004000
70,2,8,7,0,35,Master,940000
57,4,6,6,2,30,Bachelor,1580000
52,3,6,5,0,25,Master,1006000
59,4,18,6,2,30,Ph.D,3492000
79,1,2,8,0,40,Master,339000
85,4,3,9,0,45,Ph.D,1829000
76,4,4,8,0,40,Master,1394000
79,3,20,8,2,40,Master,2926000
50,3,11,5,2,25,Bachelor,1828000
58,2,0,6,1,30,Ph.D,506000
62,1,12,6,0,30,Master,1402000
56,3,13,6,2,30,Bachelor,2378000
76,3,15,8,2,40,Bachelor,2593000
55,3,8,6,0,30,Bachelor,1123000
76,2,19,8,0,40,Ph.D,2604000
67,1,7,7,0,35,Ph.D,1209000
58,2,14,6,0,30,Master,1621000
68,2,13,7,2,35,Bachelor,1706000
55,2,20,6,2,30,Ph.D,3417000
62,4,16,6,1,30,Master,2200000
56,3,15,6,1,30,Bachelor,1711000
53,2,4,5,0,25,Ph.D,939000
62,2,2,6,0,30,Bachelor,663000
67,2,1,7,1,35,Ph.D,619000
79,2,17,8,2,40,Bachelor,2537000
70,3,13,7,1,35,Master,1642000
75,4,13,8,0,40,Bachelor,2198000
84,2,12,8,1,40,Ph.D,1880000
53,2,4,5,2,25,Bachelor,824000
50,,14,5,1,25,Ph.D,2344000
50,4,1,5,1,25,Bachelor,934000
68,1,11,7,1,35,Ph.D,1615000
65,4,10,7,1,35,Ph.D,1827000
69,3,1,7,1,35,Ph.D,1246000
50,4,4,5,0,25,Ph.D,1436000
65,3,4,7,0,35,Master,469000
83,4,14,8,1,40,Master,2052000
85,3,18,9,1,45,Master,2515000
54,4,16,5,0,25,Bachelor,2220000
73,1,15,7,0,35,Ph.D,2004000
81,3,16,8,2,40,Bachelor,2280000
81,4,1,8,2,40,Ph.D,1852000
70,,11,7,2,35,Master,2084000
56,4,2,6,2,30,Bachelor,1104000
79,1,16,8,1,40,Master,2321000
81,,16,8,2,40,Master,2103000
58,,7,6,0,30,Ph.D,1679000
65,1,17,7,2,35,Ph.D,2520000
75,4,9,8,1,40,Master,1732000
59,4,18,6,0,30,Master,2353000
62,4,14,6,1,30,Ph.D,2245000
67,1,7,7,2,35,Bachelor,1458000
51,3,16,5,0,25,Ph.D,2460000
57,3,2,6,1,30,Bachelor,719000
58,3,1,6,0,30,Bachelor,864000
77,1,19,8,0,40,Master,2417000
80,3,14,8,1,40,Ph.D,2707000
84,4,9,8,0,40,Master,1387000
51,2,12,5,1,25,Master,1959000
51,4,13,5,0,25,Ph.D,2183000
70,1,3,7,0,35,Bachelor,396000
59,3,11,6,2,30,Bachelor,2119000
63,3,13,6,1,30,Ph.D,2417000
77,2,4,8,2,40,Ph.D,1862000
65,4,9,7,2,35,Bachelor,1722000
59,3,13,6,0,30,Bachelor,2027000
78,1,6,8,2,40,Master,1604000
59,3,6,6,1,30,Ph.D,1714000
68,4,15,7,0,35,Ph.D,2458000
52,3,13,5,2,25,Ph.D,2123000
85,2,17,9,0,45,Ph.D,2890000
64,1,1,6,2,30,Ph.D,914000
80,2,12,8,1,40,Ph.D,2049000
62,1,20,6,2,30,Bachelor,2565000
54,2,6,5,1,25,Ph.D,1492000
67,4,13,7,1,35,Ph.D,2765000
58,4,14,6,2,30,Master,2130000
65,2,8,7,0,35,Bachelor,1537000
67,2,11,7,1,35,Ph.D,2044000
72,3,20,7,2,35,Ph.D,3244000
58,1,13,6,0,30,Ph.D,1879000
79,1,7,8,2,40,Bachelor,1275000
61,4,16,6,0,30,Ph.D,2400000
56,4,2,6,2,30,Bachelor,819000
62,4,3,6,1,30,Master,956000
71,1,17,7,2,35,Master,2235000
81,,9,8,2,40,Bachelor,1536000
77,,17,8,2,40,Bachelor,2319000
76,4,4,8,0,40,Bachelor,868000
72,2,2,7,1,35,Ph.D,1127000
73,2,1,7,2,35,Master,573000
77,3,19,8,1,40,Master,2369000
83,,6,8,0,40,Ph.D,1487000
64,4,6,6,1,30,Ph.D,1718000
69,,4,7,0,35,Ph.D,1368000
67,3,13,7,1,35,Ph.D,2495000
78,1,2,8,1,40,Master,485000
59,2,19,6,1,30,Master,1920000
81,2,1,8,2,40,Master,1025000
51,1,3,5,0,25,Bachelor,722000
75,2,11,8,0,40,Master,1897000
68,2,14,7,1,35,Ph.D,2173000
50,2,8,5,1,25,Ph.D,1236000
67,1,17,7,0,35,Ph.D,2640000
65,4,12,7,0,35,Master,1697000
62,3,3,6,0,30,Ph.D,1444000
60,3,15,6,2,30,Ph.D,2333000
84,2,11,8,1,40,Ph.D,2004000
69,3,18,7,2,35,Master,2994000
60,4,1,6,0,30,Bachelor,317000
55,3,18,6,2,30,Ph.D,2716000
77,1,15,8,1,40,Bachelor,2227000
52,3,16,5,1,25,Ph.D,2078000
71,1,18,7,1,35,Ph.D,2492000
76,4,19,8,0,40,Master,2350000
82,3,18,8,1,40,Bachelor,2565000
62,4,3,6,2,30,Ph.D,1519000
79,2,20,8,2,40,Ph.D,3527000
67,4,10,7,1,35,Bachelor,1521000
51,3,2,5,1,25,Bachelor,425000
71,3,1,7,1,35,Ph.D,640000
57,1,8,6,2,30,Bachelor,1293000
50,4,14,5,2,25,Master,2272000
58,3,4,6,1,30,Bachelor,966000
74,,8,7,1,35,Bachelor,1412000
57,1,2,6,2,30,Bachelor,529000
76,4,1,8,2,40,Bachelor,898000
76,,11,8,2,40,Master,1868000
64,2,11,6,1,30,Master,1716000
67,2,3,7,2,35,Master,1191000
82,2,1,8,2,40,Ph.D,1546000
65,1,2,7,0,35,Master,295000
54,1,16,5,2,25,Master,2002000
68,,11,7,0,35,Ph.D,1956000
62,1,19,6,1,30,Ph.D,2635000
72,4,9,7,0,35,Ph.D,1973000
61,2,9,6,1,30,Master,975000
52,,2,5,0,25,Ph.D,1279000
67,3,17,7,2,35,Ph.D,2682000
82,3,20,8,0,40,Bachelor,2635000
81,3,15,8,2,40,Bachelor,2475000
61,4,10,6,0,30,Master,1477000
85,3,17,9,2,45,Ph.D,2732000
62,2,18,6,0,30,Ph.D,2369000
51,4,15,5,2,25,Master,2804000
61,4,20,6,2,30,Bachelor,3164000
63,1,18,6,1,30,Bachelor,2498000
53,3,5,5,2,25,Bachelor,1502000
64,1,14,6,2,30,Ph.D,2773000
76,1,11,8,1,40,Master,1266000
82,1,2,8,0,40,Master,976000
58,1,4,6,1,30,Ph.D,1399000
85,2,19,9,1,45,Master,2347000
57,4,3,6,2,30,Master,1407000
84,3,8,8,2,40,Master,2036000
64,2,14,6,1,30,,2107000
64,1,2,6,0,30,Ph.D,927000
64,4,2,6,0,30,Ph.D,1534000
68,1,2,7,2,35,Master,750000
85,3,13,9,0,45,Bachelor,1666000
65,3,19,7,0,35,Master,2165000
74,1,3,7,1,35,Master,564000
52,3,19,5,2,25,Bachelor,2768000
73,3,17,7,2,35,Ph.D,2688000
